userName,score,date,ulasan
Pengguna Google,4,2020-02-04 22:23:13,paket meditasi tidak terjangkau. kalo biaya konseling sih oke
Pengguna Google,1,2020-02-01 22:38:12,"Ada bug di oppo a37 ""proses login gagal"" ""proses gagal 504"""
Pengguna Google,4,2020-01-31 17:38:49,"Lebih bagus lagi klo ditambah pilihan langganannya, jadi gak langsun langganan 2 bulan. Buat orang yg mau coba mungkin akan ragu. Bakal lebih baik tambahin opsi langganan 3 hari, atau seminggu."
Pengguna Google,1,2020-01-31 15:12:46,"Mohon maaf sebelumnya,saya kira sharing di aplikasi ini gratis tp ternyata harus bayar,kecewa banget karna di saat pikiran lagi kacau begini dan berharap bisa nemuin orang atau tempat yg tepat dan tulus mau membantu orang lain tp ternyata tidak ada.Sangat Kecewa jd terpaksa saya copot aplikasinya"
Pengguna Google,4,2020-01-30 14:16:05,Aplikasinya bagus. Bener bener bermanfaat dan dapat membantu
Pengguna Google,5,2020-01-28 08:16:10,semoga membantu
Pengguna Google,5,2020-01-27 10:14:49,Bagus sangat membantu saya dalam urusan psikologi dan mental saya
Pengguna Google,4,2020-01-26 09:49:24,Ok
Pengguna Google,5,2020-01-24 04:27:03,"bagus sekali, sangat membantu untuk memperbaiki alam bawah sadar kita"
Pengguna Google,1,2020-01-23 14:24:27,Tlong aplikasinya berat saya lg konsul tdk bs membuka aplikasi
Pengguna Google,5,2020-01-21 12:14:07,Keren. Mudah digunakan
Pengguna Google,5,2020-01-17 15:47:46,Bagus
Pengguna Google,5,2020-01-17 02:47:50,🙏🙏🙏
Pengguna Google,5,2020-01-16 17:22:59,Sangat membantu
Pengguna Google,5,2020-01-16 16:17:38,Saya lebih merekomendasikan ini sii jika dibandingkan aplikasi lainn yg serupa heehe. Mantap pokoknya
Pengguna Google,5,2020-01-15 15:15:39,"keren sih,baru ini bisa tidur beneran nyenyak...mantul...tengkyuu.."
Pengguna Google,5,2020-01-15 12:29:24,Sangat membantu mencari solusi masalah psikologis
Pengguna Google,1,2020-01-14 01:20:57,"Min, jika saya mencoba paket 100k, lalu ternyata saya merasa nyaman dan ingin beralih menjadi 350k,, apakah bisa awal bayar 100k lalu nanti ditambah 250k?"
Pengguna Google,5,2020-01-11 11:48:52,Menyesal baru tau app ini sekarang:( I hope my live better:(
Pengguna Google,5,2020-01-10 11:02:03,Terimakasiiiih
Pengguna Google,5,2020-01-09 10:16:02,Bagus bgt
Pengguna Google,5,2020-01-08 06:38:27,tapz
Pengguna Google,5,2020-01-07 07:38:26,"terima kasih saya sangat puas dengan layanan yg diberikan, membantu saya membuka fikiran akan masalah yg sedang saya hadapi sekarang , psikolog sangat cepat tanggap dan bahasa yg dapat diterima, meski waktu sudah lewat 1 jam tapi tidak cepat2 ditutup sampe customer merasa benar2 puas."
Pengguna Google,1,2020-01-04 04:19:48,daftra aja ga bisaa kesalahan mulu
Pengguna Google,5,2019-12-31 02:56:48,Bagus !!
Pengguna Google,5,2019-12-30 18:15:43,Sangat membantu! Terimakasih Riliv😊
Pengguna Google,5,2019-12-29 15:04:30,terimakasih atas bantuannya. :)
Pengguna Google,5,2019-12-28 06:25:40,Terbaik
Pengguna Google,5,2019-12-27 14:42:42,Bagus banget bisa bikin tenang. Good luck riliv
Pengguna Google,5,2019-12-27 03:53:15,Çok güzel
Pengguna Google,5,2019-12-26 17:15:52,sangat membantu!!
Pengguna Google,5,2019-12-26 09:27:15,Good
Pengguna Google,5,2019-12-25 16:02:21,Nice
Pengguna Google,5,2019-12-25 13:49:14,"Untuk temen temen yang mempunyai masalah dalam emosi ataupun mental,bisa dicoba aplikasi ini,sangat membantu Terima kasih riliv atas aplikasinya 🙆‍♂️"
Pengguna Google,5,2019-12-25 11:37:20,Mantap
Pengguna Google,5,2019-12-24 21:11:54,Membantu 😁😍
Pengguna Google,5,2019-12-24 17:10:54,Thankyuu for make this app
Pengguna Google,5,2019-12-23 17:38:50,Nice app
Pengguna Google,5,2019-12-21 02:09:35,"Ngebantu ngerileksin pikiran bgt,thank you riliv... 😍😍😍"
Pengguna Google,5,2019-12-20 06:51:20,Alhamdulillah bisa mengurangi penatnya hari
Pengguna Google,1,2019-12-18 11:41:41,"saya self harm, dan disini ga bisa konsultasi untuk self harm."
Pengguna Google,5,2019-12-16 21:34:58,Bagus banget membantu untuk relax
Pengguna Google,5,2019-12-15 06:17:22,Keren
Pengguna Google,1,2019-12-14 19:31:03,Aplikasi error! Log in gagal terus! Jadi ga bisa dipake aplikasinya😭
Pengguna Google,5,2019-12-14 10:14:21,Seru
Pengguna Google,5,2019-12-11 07:32:46,sangat membantu...terima kasih...
Pengguna Google,5,2019-12-11 07:20:01,bagus
Pengguna Google,4,2019-12-11 02:47:14,Untuk awal saya kasih bintang empat dulu. Kalo bagus saya tambahkan
Pengguna Google,5,2019-12-09 11:04:02,gud
Pengguna Google,5,2019-12-08 06:22:09,Psikolognya ok. Tp chatting nya lemot sih
Pengguna Google,5,2019-12-07 02:46:32,Good for your heart and health
Pengguna Google,4,2019-12-06 05:49:28,Baguss dan membantu
Pengguna Google,5,2019-12-04 11:25:55,Bermanfaat
Pengguna Google,5,2019-12-03 11:57:26,Sangat membantu dan menenangkan
Pengguna Google,5,2019-12-02 20:37:15,Menarik dan bermanfaat
Pengguna Google,2,2019-12-02 07:59:00,Gabisa log in tulisannya email already used
Pengguna Google,4,2019-12-01 10:47:05,"Suka, suara naratornya bikin relaks, baru nyoba dasar 1 sesi 1 sudah enakan badanku"
Pengguna Google,5,2019-11-29 17:50:56,Suka banget meditasi di riliv
Pengguna Google,5,2019-11-29 02:35:51,Cukup membantu
Pengguna Google,3,2019-11-28 21:53:29,"Saat meditasi di menit 6 sering tiba2 close sendiri aplikasinya, jadi pas sudah fokus dengerin nunggu lama eh ternyata mesti buka dari awal. Meditasinya diulang dari nol lagi, gak bisa dicepatin menitnya. Jadinya meditasinya nanggung, masa harus mulai dari nol menit lagi?"
Pengguna Google,5,2019-11-28 15:04:22,sangat membantu saya
Pengguna Google,4,2019-11-28 13:41:57,Startup yg lumayan bagus. Tapi untuk fitur konseling masih payah. Awal harus bayar terlebih dahulu. Kalaupun pengguna masih kalangan mahasiswa/pelajar mungkin lebih baik berbicara pada konseling di institusi mereka daripada harus merogoh uang namun hasilnya juga kurang maksimal. Lebih di tingkatkan lagi terutama yang konseling lebih fast respon lah setidaknya
Pengguna Google,1,2019-11-27 09:03:32,"Uhh bayar gw sih maunya gratis, klo gratis gua rating 5"
Pengguna Google,5,2019-11-26 17:55:14,"Aku baru saja mengalami breakdown yang cukup serius setelah nggak merasakan depresi selama berbulan-bulan. Aku rasa itu karena stress dan tekanan yang bertumpuk. Belum lagi beban menyusahkan orang karena baru-baru ini aku kecelakaan dan ga bisa memakai tangan kananku dengan normal. Aku sign up untuk meditasi riliv. Baru sekali meditasi, aku langsung merasa lebih baik. Aku belum mencoba konsultasi karena belum merasa butuh, tapi aplikasi ini beneran keren. Terus berkembang riliv."
Pengguna Google,3,2019-11-24 10:24:03,👍
Pengguna Google,4,2019-11-22 18:55:07,Good
Pengguna Google,5,2019-11-20 07:04:59,Menenangkan dan lebih rileks
Pengguna Google,5,2019-11-19 17:33:24,Bagus
Pengguna Google,5,2019-11-19 14:16:48,Aplikasi yg bagus pokonya top bgt
Pengguna Google,5,2019-11-19 10:22:23,"App ini bagus banget buat kita lebih tenang, dan mengurangi stress"
Pengguna Google,2,2019-11-18 06:32:36,Isian yg lebih dalam lagi. Ini hynya isian motipasi klas curhat. 🙏
Pengguna Google,5,2019-11-17 16:46:58,aplikasi yg luar biasa .. membantu ketenangan ❤
Pengguna Google,5,2019-11-17 13:19:28,Sangat membantu untuk melepaskan penat
Pengguna Google,4,2019-11-14 11:40:49,Lumayan . Cm syg sesinya sebntr
Pengguna Google,5,2019-11-13 10:20:55,Best
Pengguna Google,4,2019-11-12 13:44:43,Aplikasi yang bagus
Pengguna Google,5,2019-11-12 02:30:07,baik
Pengguna Google,5,2019-11-07 13:15:40,Sangat membantu
Pengguna Google,5,2019-11-07 12:28:39,fast and excellent!
Pengguna Google,5,2019-11-07 07:08:12,Good💐💐💐
Pengguna Google,5,2019-11-04 21:23:01,Bagus banget masih baru mencoba semoga saya konsisten
Pengguna Google,4,2019-11-03 03:20:42,Belum berpengaruh
Pengguna Google,5,2019-11-02 08:05:45,Good
Pengguna Google,1,2019-11-01 11:04:10,Psikolog gak jelas. Tidak konsisten dengan waktu. Giliran minta refund gak bisa 👎
Pengguna Google,5,2019-10-30 09:00:19,"Terimakasih riliv, sejak sesi meditasi pertama udah suka sama cara penyampaiannya."
Pengguna Google,3,2019-10-29 11:50:18,Baru mau nyoba
Pengguna Google,1,2019-10-29 02:39:07,Sangat mengecewakan. Tidak membuat tenang dan mengurangi beban. Tapi malah menambah kita jadi tertekan dgn pertanyaan2an
Pengguna Google,5,2019-10-27 04:17:30,Berguna
Pengguna Google,5,2019-10-26 08:46:23,Sangat membantu👍
Pengguna Google,5,2019-10-25 16:02:42,Sangat sangat membantu. Semoga kedepannya tim riliv makin maju yaa~ semangat!
Pengguna Google,5,2019-10-23 23:27:49,Sangat bermanfaat
Pengguna Google,4,2019-10-23 16:20:07,responnya cukup baik juga dan kata katanya mudah dipahami
Pengguna Google,4,2019-10-23 04:47:03,Semoga membantu
Pengguna Google,5,2019-10-22 03:58:18,Baik
Pengguna Google,5,2019-10-20 12:52:52,menenangkan hati
Pengguna Google,5,2019-10-20 11:39:50,Ok
Pengguna Google,1,2019-10-20 10:01:18,"Penipuan, klo mau curhat harus bayar dulu 100k utk masa aktif 7 hari. Nyesel download😤"
Pengguna Google,5,2019-10-20 03:29:20,Sangat berguna
Pengguna Google,5,2019-10-19 00:56:21,So far so good
Pengguna Google,5,2019-10-18 18:36:56,Membantu
Pengguna Google,4,2019-10-18 14:04:42,Untuk urgensi yg cepat dan praktis. Tapi tidak terlalu disarankan pada yg sangat kronis karena di sini lebih ke motivasi. Penanganannya cepat tapi tidak terlalu dalam. Oke untuk sekadar tempat curhat tapi tidak untuk menyelesaikan masalah yg krusial. Saya harus ke psikolog lagi untuk terapi setelah ini. Terimakasih Riliv ^^
Pengguna Google,5,2019-10-18 08:38:38,gw yang sulit tidur malam.. sekarang mudah sekalii woyy . kok bisa yaa... suaranya lembut. enak di dengar. mantabb sekalii
Pengguna Google,5,2019-10-18 03:58:33,Meditasi mudah
Pengguna Google,5,2019-10-18 00:48:17,❤❤❤❤
Pengguna Google,5,2019-10-17 04:32:26,"Menurut ku ini hampir mirip dengan hypno. Entah benar atau tidak, ini sungguh membantu. Terimakasih riliv !"
Pengguna Google,5,2019-10-14 14:29:35,Terimks cukup membantu
Pengguna Google,5,2019-10-14 09:44:21,Good
Pengguna Google,5,2019-10-14 04:20:30,Suka bnget. Mudah digunkan enak dipake dah pokonya. Aku yg orang nya cemas sekarang sudah berkurang berkat meditasi yg diberikan.
Pengguna Google,5,2019-10-13 01:39:52,Recommeded bgt
Pengguna Google,5,2019-10-12 04:05:40,Gejala kecemasan tersendiri dalam hati yaah mimpi yang pernah saya lihat besok wkwkwk di dunia nyata Tunangan di rumah ane wkwkw typo maksudnya adalah alat komunikasi Xxxx dan nggak nyaman gua mancing ikan tergantung dari jam 10 aja ya Kuh di rumah temen ane nggak bisa dibawa tidur yang sudah ada sejak zaman kerajaan dong non PNS dan pensiunan pegawai negeri Semarang ke gua juga nggak bisa dibawa kemana-mana dan gua larang-larang di dunia ini tidak akan bisa tidur nyenyak dasar kakak kelas...
Pengguna Google,4,2019-10-11 15:50:30,Terimakasih
Pengguna Google,5,2019-10-10 11:40:47,Great app
Pengguna Google,1,2019-10-07 11:32:12,"SANGAT SANGAT BURUK SEKALI harusnya saya baca dilu reviewnya sebelum ngeluarin uang 100 ribu. Meskipun 100 rb bukan seberapa dibandingkan dengan konsul sama psikolog langsung, tapi paling engga HARGAI customer dong, sudah dibayar, chat saya malah ga dibalas lagi padahal saya udah oke terkait jadwal. Sesibuk itukah psikolog nya? Atau customer yang membayar di aplikasi ini dianggap gak penting? Kalau begitu ngapain kerja sama dengan aplikasi ini? APLIKASI INI BENAR BENAR TIDAK MENGHARGAI CUSTOMER"
Pengguna Google,1,2019-10-07 10:40:28,Mahallll
Pengguna Google,4,2019-10-06 07:07:20,suka banget sama apk nya.jadi tenang rasanya
Pengguna Google,4,2019-10-06 01:08:35,Konseling nya harus bayar
Pengguna Google,5,2019-10-05 16:23:58,Membantu saat resah
Pengguna Google,4,2019-10-04 12:30:38,"Bintang 4 dulu yah, saya baru mulai meditasi sesi 3"
Pengguna Google,1,2019-10-03 14:20:59,"Kog riliv gak kayak dlu ya? Yang bisa suka"" curhat dan orng lain yang respon, sekarang bayar semua y min. Mending kembali ke versi lama deh min Kalau riliv kayak gni bakal berkurang pemakainya Kita d sni mau curhat n cari tmen min"
Pengguna Google,5,2019-10-03 10:31:44,Oke
Pengguna Google,5,2019-09-29 05:07:40,"Aplikasi yg sangat bermanfaat, belum pernah nemuin aplikasi semacam riliv ini, ide nya fresh dan dikelola dengan baik. Sukses terus untuk riliv 👍"
Pengguna Google,5,2019-09-28 14:31:35,Good!!! Bisa melegakan banget untuk cerita
Pengguna Google,5,2019-09-27 14:25:25,"Bagus, dapat membantu. Orang yg lagi tress ."
Pengguna Google,5,2019-09-26 00:42:29,Saya jadi tenang dalam segala urusan
Pengguna Google,5,2019-09-25 14:52:16,"Sesi meditasi sangat membantu saya untuk mengurangi stress dan gangguan kecemasan saya,terima kasih"
Pengguna Google,5,2019-09-25 12:00:51,Aplikasinya bagus dan membantu
Pengguna Google,2,2019-09-25 08:31:36,Entahlah saya blom mencobanya
Pengguna Google,1,2019-09-23 15:41:55,Search > Install > bayaran tros > uninstall
Pengguna Google,5,2019-09-22 07:28:29,I like it
Pengguna Google,5,2019-09-21 06:34:21,Aplikasi nya sangat membantu dan recomend banget buat kalian
Pengguna Google,5,2019-09-21 06:31:46,Mbois sekaliii🌺🏵️🤣
Pengguna Google,5,2019-09-21 06:31:32,😁
Pengguna Google,5,2019-09-21 06:31:29,Mantap aplikasinya
Pengguna Google,5,2019-09-21 05:48:26,Mantap
Pengguna Google,4,2019-09-19 15:27:50,bagus
Pengguna Google,4,2019-09-19 14:12:20,Mayan lah
Pengguna Google,5,2019-09-19 11:59:35,Terima kasih saya lebih merasa baik
Pengguna Google,5,2019-09-17 11:10:28,😍
Pengguna Google,3,2019-09-17 06:04:01,Awal pakai riliv konseling gk berbayar tapi skrg berbayar gini???
Pengguna Google,5,2019-09-16 11:51:11,"Saya harap, saya bisa merasakan manfaatnya dr meditasi dan curhat dlm aplikasi ini. Good"
Pengguna Google,5,2019-09-14 11:27:17,bagussss bgt
Pengguna Google,5,2019-09-14 09:09:16,Good job
Pengguna Google,5,2019-09-13 00:36:59,Mantul
Pengguna Google,5,2019-09-10 21:06:31,"first trial, good meditasinya pengertian banget. semoga membantu. thanks"
Pengguna Google,5,2019-09-10 13:34:58,Aplikasi ini cocok banget bagi kalian yang stres karena masalah berturut turut dan ada beberapa hal yang belum bisa diatasi karena kalian akan menahap masa meditasi yang lembut dan jernih pikiran kalian akan jernih
Pengguna Google,3,2019-09-08 13:51:08,cool
Pengguna Google,1,2019-09-07 14:33:58,Sekarang konsultasinya berbayar kah?
Pengguna Google,5,2019-09-05 12:17:11,"Aku suka app kini bisa curhat halu halu tentang semua bias bias gw ,jadinya gw kasih bintang 5 makasih nya"
Pengguna Google,5,2019-09-03 10:47:58,Bagus
Pengguna Google,5,2019-09-01 01:37:42,Benar-benar memuaskan! Aplikasi yang berguna sekali untuk kesehatan mental kita!
Pengguna Google,5,2019-08-31 13:09:44,Bisa memberikan kita wawasan mengenai pentingnya mental sehat
Pengguna Google,5,2019-08-31 05:48:33,Sukak meditasinya suara mbak nya nenangin banget asli :)
Pengguna Google,4,2019-08-28 11:03:28,Sekarang berbayar ya? Dulu sekali masih ada sesi gratisnya sih. Tapi gapapa coba aja dulu 😊
Pengguna Google,2,2019-08-26 16:43:57,"Pendaftaran error, mohon dibenahi"
Pengguna Google,5,2019-08-25 09:13:07,Sangat bermanfaat
Pengguna Google,4,2019-08-23 15:47:15,bikin tempat tulis status kya vent dong.
Pengguna Google,5,2019-08-23 12:14:52,"Bagus apknya, mohon di tingkatkan suoaya bisa offline💜"
Pengguna Google,1,2019-08-19 14:41:08,Sy tdk bs login
Pengguna Google,5,2019-08-17 08:45:39,"Jadi yang saya rasakan saat pertama kali mencoba untuk program barunya yaitu meditasi yaitu ketenangan, relax dan menambah kefokusan kita. Bisa juga menenangkan diri mungkin yang lagi sumpek atau resah gelisah. Keren banget!!"
Pengguna Google,5,2019-08-17 08:43:12,Aplikasinya sangat membantu 👍👍👍 recommended banget 👍👍
Pengguna Google,5,2019-08-17 08:42:43,"menurut saya untuk meditasi, lebih dikurangi untuk percakapan kepada pasien, agar pasilen lebih fokus untuk meditasi, jadi intinya lebih memberi kesempatan untuk meditasi lebih banyak waktu. Tetapi untuk metode Meditasi sudah bagus."
Pengguna Google,5,2019-08-17 08:42:42,"aplikasi yang sangat membantu, apalagi di era sekarang ini ketika orang2 sibuk dengan pekerjaan sehingga dapat menurunkan kadar stress"
Pengguna Google,5,2019-08-17 08:42:18,"Bara nyoba pertama kali meditasi, its OK buatku lebih rileks & sedikit mengurangi masalah yang ada di pikiranku"
Pengguna Google,5,2019-08-17 08:42:08,sangat membantu dalam menjaga kesehatan mental saya
Pengguna Google,5,2019-08-17 08:42:03,saya adalah pelajar yang belum pernah mencoba aplikasi ini.Saat mencoba sesi meditasi di riliv saya merasa pikiran dan beban hidup berkurang mungkin bisa ditambah alunan lagu yang membuat suasana meditasi lebih masuk
Pengguna Google,5,2019-08-17 08:41:55,saya bisa merasakan suasana rileks saat dan setelah mediasi
Pengguna Google,5,2019-08-17 08:41:51,"sangat bagus. membantu sekali bagi yang belum pernah meditasi sebelumnya. semoga fiturnya bisa ditingkatkan. karena setelah mengetahui meditasi, cara orang berbeda2 bisa lebih banyak pilihan meditasi lagi."
Pengguna Google,5,2019-08-17 08:41:49,saya saat pertama kali mencoba meditasi disini membuat pikiran saya tenang dan santuy
Pengguna Google,5,2019-08-17 08:41:41,"UX/UI nya sudah bagus, terkesan lebih calm. cuma saran saja, pada saat pendaftaran akun, lebih baik ada konfirmasi password agar tau ketika kita salah ketik."
Pengguna Google,5,2019-08-17 08:41:21,Sangat membantu sekali
Pengguna Google,5,2019-08-17 08:41:09,menurut saya aplikasi ini sangat membantu kita agar lebih tenang dan menyelesaikan masalah kita saran untuk aplikasi ini alangkah baiknya meditasi dilakukan dalam kondisi diam tanpa ada suara tiba tiba
Pengguna Google,5,2019-08-17 08:40:55,Kerenn 👍🏽 sangat bermanfaat untuk menunjang semangat aktifitas sehari hari ini untuk meditasinya.. terus saran kalau bisa meditasinya di awal saja berikan instruksi instruksi sehingga saat dipertengahan kita bisa fokus untuk melakukan meditasi . Terimakasih riliv 🙏🏾
Pengguna Google,5,2019-08-17 08:40:48,saya bisa merasakan bagaimana suasana tenang saat melakukan meditasi
Pengguna Google,5,2019-08-17 08:40:46,Helpful and easy to use
Pengguna Google,5,2019-08-17 08:40:31,sangat membantu
Pengguna Google,5,2019-08-17 08:40:12,mantul kak
Pengguna Google,5,2019-08-17 08:40:10,"sudah bagus, membuat kita lebih mengetahui kemampuan diri kita dan dapat bersosialisasi dan komunikasi langsung dengan psikolog"
Pengguna Google,5,2019-08-17 08:39:50,Fitur riliv hening sudah baik
Pengguna Google,5,2019-08-17 08:39:36,"Bagus, sangat membantu untuk menenangkan diri"
Pengguna Google,5,2019-08-16 14:21:59,Sama persis konseling dengan psikolog. lebih efektif karena bisa kapanpun dimanapun saat dibutuhkan. tidak perlu mengatur janji untuk pertemuan. harganya juga terjangkau. semoga dapat membantu setiap org yang membutuhkan💜.
Pengguna Google,1,2019-08-15 23:07:42,ok cukup membantu
Pengguna Google,1,2019-08-15 17:31:02,dan setelah tau kalonini berbayar..saya langsung unintall... 😑🙏
Pengguna Google,5,2019-08-13 03:37:13,"baguss banget, karena bisa membantu kita buat menyelesaikan masalah yang ada di diri kita"
Pengguna Google,5,2019-08-13 03:37:03,sudah bagus sih cuma jika meditasi gambar suara seperti angin sepoi yang bisa menenangkan itu akan lebih bagus
Pengguna Google,5,2019-08-13 03:37:03,tempat berbagi cerita dn pendngar yg baik.
Pengguna Google,5,2019-08-13 03:36:45,"sangat baik untuk membantu orang"" yang memiliki masalah"
Pengguna Google,5,2019-08-13 03:36:15,sudah baik untuk keseluruhan
Pengguna Google,5,2019-08-13 03:36:13,Riliv sangat membatu mengatasi masalah pribadi
